buytime,selltime,buyprice,sellprice,quantity,buyvalue,sellvalue,opening_balance,closing_balance,pnl,charges,success
2021-10-11T09:15:00,2021-10-11T09:15:00,638.8,642.8192499999999,78,49826.399999999994,50139.90149999999,10000,10246.697907445934,246.69790744593348,66.803592554065,True
2021-10-11T09:16:00,2021-10-11T10:55:00,636.85,651.5255,80,50948.0,52122.03999999999,10246.697907445934,11353.219314917527,1106.5214074715936,67.5185925284,True
