,Datetime,Open,High,Low,Close,Volume,EMA_Open_20,EMA_High_20,EMA_Low_20,EMA_Close_20,EMA_Open_50,EMA_High_50,EMA_Low_50,EMA_Close_50
0,2021-09-20T09:15:00,17443.8,17486.85,17426.2,17456.95,0,,,,,,,,
1,2021-09-20T09:20:00,17464.75,17480.3,17442.1,17464.2,0,,,,,,,,
2,2021-09-20T09:25:00,17476.9,17507.35,17467.05,17495.95,0,,,,,,,,
3,2021-09-20T09:30:00,17507.45,17536.3,17505.6,17522.25,0,,,,,,,,
4,2021-09-20T09:35:00,17536.25,17536.25,17503.7,17524.1,0,,,,,,,,
5,2021-09-20T09:40:00,17528.45,17543.85,17523.5,17536.1,0,,,,,,,,
6,2021-09-20T09:45:00,17538.6,17542.95,17520.4,17520.4,0,,,,,,,,
7,2021-09-20T09:50:00,17519.6,17525.55,17508.25,17508.25,0,,,,,,,,
8,2021-09-20T09:55:00,17515.3,17536.0,17508.4,17526.65,0,,,,,,,,
9,2021-09-20T10:00:00,17536.4,17552.65,17533.55,17540.8,0,,,,,,,,
10,2021-09-20T10:05:00,17551.8,17568.3,17546.4,17546.4,0,,,,,,,,
11,2021-09-20T10:10:00,17550.3,17560.55,17546.5,17547.35,0,,,,,,,,
12,2021-09-20T10:15:00,17548.7,17574.35,17542.65,17568.3,0,,,,,,,,
13,2021-09-20T10:20:00,17574.75,17587.75,17569.9,17570.25,0,,,,,,,,
14,2021-09-20T10:25:00,17583.45,17595.85,17574.0,17574.0,0,,,,,,,,
15,2021-09-20T10:30:00,17573.6,17582.05,17560.9,17560.9,0,,,,,,,,
16,2021-09-20T10:35:00,17571.7,17588.55,17564.6,17571.75,0,,,,,,,,
17,2021-09-20T10:40:00,17587.75,17596.8,17582.85,17582.85,0,,,,,,,,
18,2021-09-20T10:45:00,17586.7,17596.2,17575.8,17575.8,0,,,,,,,,
19,2021-09-20T10:50:00,17577.5,17597.35,17577.5,17588.6,0,17538.6875,17554.789999999997,17528.992499999997,17539.092499999995,,,,
20,2021-09-20T10:55:00,17596.65,17598.8,17587.05,17587.05,0,17544.20773809524,17558.981428571427,17534.52178571428,17543.659880952375,,,,
21,2021-09-20T11:00:00,17588.5,17596.2,17577.0,17590.95,0,17548.426048752837,17562.526054421767,17538.567329931968,17548.163701814054,,,,
22,2021-09-20T11:05:00,17596.2,17609.15,17590.75,17602.65,0,17552.975948871615,17566.96643019112,17543.537108033684,17553.35287306986,,,,
23,2021-09-20T11:10:00,17605.95,17620.15,17605.35,17609.7,0,17558.021096598128,17572.031532077683,17549.424050125715,17558.719266110827,,,,
24,2021-09-20T11:15:00,17610.1,17610.15,17589.55,17594.95,0,17562.98099216021,17575.661862356,17553.24556916136,17562.169812195512,,,,
25,2021-09-20T11:20:00,17600.1,17603.85,17592.5,17596.35,0,17566.516135764,17578.346446893524,17556.984086384087,17565.425068176894,,,,
26,2021-09-20T11:25:00,17604.15,17614.1,17603.3,17609.8,0,17570.100313310286,17581.75154718938,17561.39512577608,17569.651252160045,,,,
27,2021-09-20T11:30:00,17611.95,17622.3,17607.4,17613.4,0,17574.085997756927,17585.613304599912,17565.776542368832,17573.817799573375,,,,
28,2021-09-20T11:35:00,17612.7,17614.9,17585.5,17585.5,0,17577.763521780078,17588.402513685636,17567.654966905135,17574.930390090198,,,,
29,2021-09-20T11:40:00,17588.1,17598.0,17582.6,17582.6,0,17578.747948277214,17589.31656000129,17569.07830339036,17575.660829129225,,,,
30,2021-09-20T11:45:00,17585.3,17588.05,17565.95,17565.95,0,17579.371953203194,17589.195935239262,17568.780369734137,17574.735988259774,,,,
31,2021-09-20T11:50:00,17568.6,17572.65,17558.95,17560.5,0,17578.346052898127,17587.62013188314,17567.84414404517,17573.38017985408,,,,
32,2021-09-20T11:55:00,17563.75,17564.65,17548.9,17554.95,0,17576.955952622116,17585.432500275223,17566.039939850394,17571.624924629883,,,,
33,2021-09-20T12:00:00,17556.0,17556.0,17540.45,17540.55,0,17574.960147610487,17582.629405010917,17563.602802721784,17568.665407998466,,,,
34,2021-09-20T12:05:00,17541.05,17541.05,17500.55,17500.55,0,17571.730609742823,17578.669461676545,17557.59777389114,17562.178226284326,,,,
35,2021-09-20T12:10:00,17504.9,17528.95,17504.1,17509.65,0,17565.365789767315,17573.93427485021,17552.50274780627,17557.17553806677,,,,
36,2021-09-20T12:15:00,17513.4,17521.7,17501.5,17506.85,0,17560.41666693233,17568.959582007334,17547.64534325329,17552.382629679458,,,,
37,2021-09-20T12:20:00,17517.65,17537.3,17515.45,17531.8,0,17556.343651034014,17565.944383720922,17544.57912008631,17550.422379233794,,,,
