,Datetime,Open,High,Low,Close,Volume,EMA_Open_50,EMA_High_50,EMA_Low_50,EMA_Close_50,EMA_Open_200,EMA_High_200,EMA_Low_200,EMA_Close_200
0,2021-06-04T09:15:00,2214.8,2214.8,2197.0,2203.3,849739,,,,,,,,
1,2021-06-04T09:30:00,2203.25,2209.0,2202.55,2204.3,268965,,,,,,,,
2,2021-06-04T09:45:00,2203.75,2206.2,2202.45,2205.0,132452,,,,,,,,
3,2021-06-04T10:00:00,2205.25,2216.0,2204.1,2212.65,301574,,,,,,,,
4,2021-06-04T10:15:00,2212.25,2212.95,2204.0,2205.2,193285,,,,,,,,
5,2021-06-04T10:30:00,2205.3,2206.0,2198.4,2202.0,231489,,,,,,,,
6,2021-06-04T10:45:00,2202.55,2205.45,2199.0,2203.45,132919,,,,,,,,
7,2021-06-04T11:00:00,2203.8,2204.0,2192.85,2192.85,406606,,,,,,,,
8,2021-06-04T11:15:00,2192.25,2192.6,2184.4,2189.3,454653,,,,,,,,
9,2021-06-04T11:30:00,2189.0,2197.25,2188.95,2194.0,208363,,,,,,,,
10,2021-06-04T11:45:00,2194.3,2206.0,2194.0,2206.0,330470,,,,,,,,
11,2021-06-04T12:00:00,2206.0,2206.0,2197.0,2199.0,174319,,,,,,,,
12,2021-06-04T12:15:00,2199.0,2204.4,2198.3,2204.0,92098,,,,,,,,
13,2021-06-04T12:30:00,2204.0,2208.7,2202.8,2204.5,195467,,,,,,,,
14,2021-06-04T12:45:00,2204.5,2207.95,2202.1,2203.25,100939,,,,,,,,
15,2021-06-04T13:00:00,2203.8,2203.8,2195.0,2198.35,161522,,,,,,,,
16,2021-06-04T13:15:00,2198.55,2202.7,2192.5,2194.7,152604,,,,,,,,
17,2021-06-04T13:30:00,2195.0,2196.5,2191.05,2193.55,149370,,,,,,,,
18,2021-06-04T13:45:00,2193.8,2195.05,2191.1,2193.55,151500,,,,,,,,
19,2021-06-04T14:00:00,2193.65,2195.0,2189.65,2192.85,229113,,,,,,,,
20,2021-06-04T14:15:00,2193.0,2193.95,2191.0,2192.0,121255,,,,,,,,
21,2021-06-04T14:30:00,2192.0,2192.4,2186.2,2186.55,187819,,,,,,,,
22,2021-06-04T14:45:00,2186.55,2196.0,2186.3,2195.6,233774,,,,,,,,
23,2021-06-04T15:00:00,2195.7,2196.85,2188.0,2193.45,394946,,,,,,,,
24,2021-06-04T15:15:00,2192.8,2194.6,2184.95,2186.75,782013,,,,,,,,
25,2021-06-04T15:30:00,2186.9,2186.9,2186.9,2186.9,528,,,,,,,,
26,2021-06-07T09:15:00,2201.15,2207.95,2187.0,2193.0,815821,,,,,,,,
27,2021-06-07T09:30:00,2193.7,2199.0,2191.1,2193.8,206428,,,,,,,,
28,2021-06-07T09:45:00,2193.6,2194.65,2185.05,2186.0,205941,,,,,,,,
29,2021-06-07T10:00:00,2186.0,2196.1,2185.5,2196.1,172896,,,,,,,,
