,Datetime,Open,High,Low,Close,Volume,RSI_Open,RSI_High,RSI_Low,RSI_Close
0,2021-06-04T09:15:00,15712.35,15712.35,15681.05,15692.6,0,,,,
1,2021-06-04T09:20:00,15690.0,15699.2,15684.45,15698.7,0,,,,
2,2021-06-04T09:25:00,15699.6,15714.4,15697.75,15712.75,0,,,,
3,2021-06-04T09:30:00,15713.15,15716.4,15706.6,15708.7,0,,,,
4,2021-06-04T09:35:00,15708.4,15719.8,15705.15,15719.4,0,,,,
5,2021-06-04T09:40:00,15718.6,15723.1,15714.2,15714.2,0,,,,
6,2021-06-04T09:45:00,15714.6,15715.9,15704.6,15710.3,0,,,,
7,2021-06-04T09:50:00,15708.55,15709.65,15700.25,15707.5,0,,,,
8,2021-06-04T09:55:00,15707.75,15708.65,15701.5,15707.3,0,,,,
9,2021-06-04T10:00:00,15707.3,15721.05,15706.8,15720.55,0,,,,
10,2021-06-04T10:05:00,15722.85,15731.5,15720.4,15728.8,0,,,,
11,2021-06-04T10:10:00,15729.15,15732.45,15720.0,15728.6,0,,,,
12,2021-06-04T10:15:00,15728.55,15731.55,15714.6,15722.3,0,,,,
13,2021-06-04T10:20:00,15722.65,15723.55,15713.6,15720.55,0,,,,
14,2021-06-04T10:25:00,15720.0,15733.35,15719.45,15724.7,0,53.722627737226034,61.17021276595701,73.18840579710151,69.83930778739216
15,2021-06-04T10:30:00,15724.8,15725.65,15699.25,15704.55,0,55.939270822195496,56.21146036997979,57.96056503825784,55.068226120857055
16,2021-06-04T10:35:00,15704.75,15705.85,15676.9,15684.85,0,46.022784941458696,45.90612333594746,46.445837225966415,45.038819656047494
17,2021-06-04T10:40:00,15684.3,15699.25,15682.45,15694.75,0,38.521902726032096,43.071528177922104,49.14751402701384,49.97007663156657
18,2021-06-04T10:45:00,15694.35,15694.35,15671.95,15683.9,0,43.40375363337571,41.04515623880803,44.56680544440875,45.18513748568214
19,2021-06-04T10:50:00,15682.95,15697.85,15682.15,15688.2,0,39.565737207033976,43.104200737336214,49.49162229153703,47.33738504649995
20,2021-06-04T10:55:00,15687.75,15700.0,15680.05,15699.6,0,41.89549315086261,44.38907739330022,48.535564666569684,52.645894681918804
21,2021-06-04T11:00:00,15700.5,15703.65,15690.0,15695.3,0,47.666607973978856,46.59408301161784,53.1532111017324,50.57501669218611
22,2021-06-04T11:05:00,15695.9,15695.9,15676.4,15676.4,0,45.89547136259233,42.720773282318255,46.952106499396166,42.636342542681085
23,2021-06-04T11:10:00,15675.75,15682.6,15668.3,15670.4,0,39.05057136895328,37.031493323006835,43.68332401111167,40.46482312354622
24,2021-06-04T11:15:00,15670.25,15670.3,15656.55,15656.55,0,37.41049869502701,32.69500869712357,39.39836500374002,35.917339526472496
25,2021-06-04T11:20:00,15656.9,15658.1,15645.75,15648.3,0,33.70971240182076,29.060028688659344,35.911500161674674,33.50213020833163
26,2021-06-04T11:25:00,15648.25,15656.9,15642.6,15653.4,0,31.5330737306203,28.72177853899621,34.940199300567365,36.35144275297879
27,2021-06-04T11:30:00,15652.9,15654.75,15645.15,15653.65,0,34.00022225592311,28.090894664092158,36.43893718928853,36.49508896723435
28,2021-06-04T11:35:00,15655.3,15667.0,15655.05,15662.85,0,35.29616980922127,36.63158983305657,42.02297771741062,41.708735670007655
29,2021-06-04T11:40:00,15662.6,15670.5,15662.15,15666.75,0,39.20637286122183,38.86573143448583,45.706895461022505,43.81454783275
30,2021-06-04T11:45:00,15667.3,15674.35,15665.85,15668.75,0,41.65126901233077,41.31665687527053,47.576326824362035,44.913580922277255
31,2021-06-04T11:50:00,15669.8,15674.0,15666.35,15667.15,0,42.96518983657184,41.15512386344974,47.83770810260866,44.16922383798793
32,2021-06-04T11:55:00,15666.5,15676.65,15661.25,15676.2,0,41.6325005938528,42.97306030866634,45.35374554947612,49.28865869676891
33,2021-06-04T12:00:00,15676.25,15678.55,15667.7,15672.4,0,46.875528166632854,44.30169154806715,48.963128375990586,47.32633377750164
34,2021-06-04T12:05:00,15671.8,15673.65,15660.85,15661.0,0,44.89339170535774,41.60927818236479,45.52414640364237,41.93268647228679
35,2021-06-04T12:10:00,15660.55,15665.6,15659.25,15663.2,0,40.25866681695964,37.56963598825361,44.73381225682198,43.276216524696316
36,2021-06-04T12:15:00,15663.0,15672.2,15662.95,15670.6,0,41.670959217492346,42.49868600898644,47.02421957704994,47.662739050225696
37,2021-06-04T12:20:00,15670.7,15673.9,15666.6,15670.8,0,45.99226501461527,43.731013453964565,49.258276591809995,47.78027553787908
38,2021-06-04T12:25:00,15671.15,15681.3,15670.95,15680.75,0,46.242917679851665,48.86800199163939,51.86365651650794,53.388582743631865
39,2021-06-04T12:30:00,15680.8,15685.9,15676.0,15678.7,0,51.44686750299283,51.81296921337514,54.76731177298383,52.14597662350198
40,2021-06-04T12:35:00,15679.15,15698.3,15678.15,15694.2,0,50.54586834064807,58.71570310921458,55.9846407800777,59.77019820219455
41,2021-06-04T12:40:00,15694.8,15696.05,15687.6,15693.85,0,58.05017664430462,57.11687806446809,60.95816081569456,59.53952166526197
42,2021-06-04T12:45:00,15693.6,15703.35,15691.55,15696.0,0,57.33179502076409,60.84240503701469,62.847863108432776,60.54681485193576
43,2021-06-04T12:50:00,15696.45,15700.55,15687.45,15688.75,0,58.64088998120016,58.73467145331095,59.62203401682958,55.52672836613956
44,2021-06-04T12:55:00,15689.15,15689.65,15680.15,15685.85,0,54.06529049560807,51.28626205223905,54.279913604178596,53.6119173733397
45,2021-06-04T13:00:00,15686.85,15693.65,15666.5,15666.85,0,52.670826698065966,53.611143641906224,45.9832897958152,43.120233101541125
46,2021-06-04T13:05:00,15666.45,15672.75,15658.25,15664.65,0,42.25961545123766,42.26184932959025,41.82247869148422,42.0930496176603
47,2021-06-04T13:10:00,15665.4,15669.65,15663.25,15665.4,0,41.80161281586014,40.87949492990722,45.06672762668876,42.59509066753616
48,2021-06-04T13:15:00,15665.75,15674.25,15665.15,15666.55,0,42.0271563950991,43.81621606143404,46.29236850470741,43.40531529610688
49,2021-06-04T13:20:00,15666.45,15667.5,15662.2,15662.9,0,42.50705419526607,40.62709526478708,44.62748711677776,41.40767645441472
50,2021-06-04T13:25:00,15663.0,15663.05,15644.75,15647.7,0,40.71802827106596,38.630861421352506,36.3089698452731,34.32334231380284
51,2021-06-04T13:30:00,15647.75,15659.3,15647.2,15654.8,0,33.921774071260046,36.981789837840395,38.054817573339484,39.52777690173865
52,2021-06-04T13:35:00,15654.45,15655.2,15644.3,15649.75,0,38.75815792327581,35.2119558284029,36.770009011724866,37.26578768952677
53,2021-06-04T13:40:00,15649.5,15654.05,15630.95,15631.95,0,36.625315167878426,34.71019092627629,31.49796294413906,30.615470176937265
54,2021-06-04T13:45:00,15632.05,15637.15,15623.25,15629.05,0,30.296009690969854,28.32284359369818,28.922172568640935,29.68597721824192
55,2021-06-04T13:50:00,15629.4,15631.3,15622.5,15628.4,0,29.463304510179043,26.504652641871544,28.676189782702387,29.470011154391155
56,2021-06-04T13:55:00,15628.9,15652.0,15628.9,15650.25,0,29.299669071672792,40.94983199400218,33.846648206725035,44.17288193282584
57,2021-06-04T14:00:00,15650.0,15660.0,15645.7,15647.55,0,43.54821963255372,45.41502781728335,45.09782728945264,42.98054966693376
58,2021-06-04T14:05:00,15647.85,15650.3,15641.35,15644.95,0,42.60598186632376,41.33379744666132,43.055885452348114,41.810193607667465
59,2021-06-04T14:10:00,15646.35,15662.8,15644.5,15662.25,0,41.92443642298408,47.83899430579267,44.997988635377304,51.31052167325558
60,2021-06-04T14:15:00,15662.65,15669.85,15655.95,15656.35,0,51.08189377674655,51.130354711820544,51.47623635287329,48.40784898014118
61,2021-06-04T14:20:00,15656.1,15659.7,15651.6,15655.05,0,47.81887758489988,46.573836532583044,49.10969202598487,47.766650550047686
62,2021-06-04T14:25:00,15655.65,15662.1,15655.65,15661.2,0,47.593941150992286,47.759313338393575,51.35213837838837,51.06867360077531
63,2021-06-04T14:30:00,15661.8,15667.85,15654.2,15654.25,0,50.98720172612187,50.588172189168304,50.49425818401298,47.42036560430648
64,2021-06-04T14:35:00,15656.2,15659.35,15650.05,15653.05,0,47.94309831027942,46.57327061119412,48.02157060919727,46.798707075049904
65,2021-06-04T14:40:00,15653.4,15657.05,15650.15,15651.25,0,46.44983268978818,45.52051710655912,48.08753893392455,45.82820648835453
